date,average_price,PLU4046,PLU4225,PLU4770,amount_from_small_bags,amount_from_large_bags,amount_from_xlarge_bags,type,year,region_grouping,region,total_consumption
9/4/2016,2.19,1312,5222,0,380,0,0,organic,2016,city,Sacramento,6914
8/28/2016,2.23,1197,5359,3,360,0,0,organic,2016,city,Sacramento,6919
8/21/2016,2.19,1456,4408,0,308,0,0,organic,2016,city,Sacramento,6172
8/14/2016,1.96,1651,5562,0,277,0,0,organic,2016,city,Sacramento,7490
8/7/2016,2.2,1616,5967,0,317,23,0,organic,2016,city,Sacramento,7923
7/31/2016,2.19,1534,5582,3,308,0,0,organic,2016,city,Sacramento,7427
7/24/2016,2.15,1607,5412,3,326,0,0,organic,2016,city,Sacramento,7348
7/17/2016,2.14,1597,5808,0,311,0,0,organic,2016,city,Sacramento,7716
7/10/2016,2.13,1785,6221,0,342,0,0,organic,2016,city,Sacramento,8348
7/3/2016,2.13,1932,6762,0,364,0,0,organic,2016,city,Sacramento,9058
6/26/2016,1.79,2538,6488,0,591,0,0,organic,2016,city,Sacramento,9617
6/19/2016,2.13,1496,5680,0,242,0,0,organic,2016,city,Sacramento,7418
6/12/2016,2.11,1478,5967,0,164,0,0,organic,2016,city,Sacramento,7609
6/5/2016,2.08,1424,6372,0,328,0,0,organic,2016,city,Sacramento,8124
5/29/2016,1.99,1748,7197,0,388,0,0,organic,2016,city,Sacramento,9333
5/22/2016,2.01,1745,6492,0,202,0,0,organic,2016,city,Sacramento,8439
5/15/2016,1.72,3733,7341,0,600,0,0,organic,2016,city,Sacramento,11674
5/8/2016,1.4,1852,10972,0,139,0,0,organic,2016,city,Sacramento,12963
5/1/2016,1.41,1778,10850,0,429,0,0,organic,2016,city,Sacramento,13057
4/24/2016,2.01,1726,6795,0,319,0,0,organic,2016,city,Sacramento,8840
4/17/2016,1.95,1586,6479,0,413,0,0,organic,2016,city,Sacramento,8478
4/10/2016,2.05,1570,5977,0,324,0,0,organic,2016,city,Sacramento,7871
4/3/2016,2.03,1318,6587,0,203,0,0,organic,2016,city,Sacramento,8108
3/27/2016,2.07,1210,6043,0,331,3,0,organic,2016,city,Sacramento,7587
3/20/2016,1.96,1124,6330,0,234,0,0,organic,2016,city,Sacramento,7688
3/13/2016,2.04,1313,5919,0,171,0,0,organic,2016,city,Sacramento,7403
3/6/2016,1.88,1979,7072,0,677,0,0,organic,2016,city,Sacramento,9728
2/28/2016,2.01,1156,6505,0,334,3,0,organic,2016,city,Sacramento,7998
2/21/2016,2.04,1001,5573,0,241,3,0,organic,2016,city,Sacramento,6818
2/14/2016,1.98,1014,6423,0,148,3,0,organic,2016,city,Sacramento,7588
2/7/2016,1.72,1176,6909,0,277,0,0,organic,2016,city,Sacramento,8362
1/31/2016,1.73,1966,7082,0,720,0,0,organic,2016,city,Sacramento,9768
1/24/2016,1.73,1131,5940,0,292,0,0,organic,2016,city,Sacramento,7363
1/17/2016,1.72,1154,5594,0,133,0,0,organic,2016,city,Sacramento,6881
1/10/2016,1.68,1251,5380,0,299,0,0,organic,2016,city,Sacramento,6930
1/3/2016,1.68,1318,6362,0,232,0,0,organic,2016,city,Sacramento,7912
12/25/2016,1.43,715,7538,0,540,3230,0,organic,2016,city,SanDiego,12023
12/18/2016,1.63,829,9348,52,403,1579,0,organic,2016,city,SanDiego,12211
12/11/2016,1.49,1070,9925,5,527,2987,0,organic,2016,city,SanDiego,14514
12/4/2016,2.06,1465,6546,0,540,868,0,organic,2016,city,SanDiego,9419
11/27/2016,2.12,865,7228,0,380,1798,0,organic,2016,city,SanDiego,10271
11/20/2016,2.22,748,6107,0,720,961,0,organic,2016,city,SanDiego,8536
11/13/2016,2.1,914,6460,0,830,2057,0,organic,2016,city,SanDiego,10261
11/6/2016,2.51,1169,7700,0,498,1933,0,organic,2016,city,SanDiego,11300
10/30/2016,2.74,1854,6534,0,546,0,0,organic,2016,city,SanDiego,8934
10/23/2016,2.73,653,6987,0,893,0,0,organic,2016,city,SanDiego,8533
10/16/2016,2.28,1074,9006,0,1177,0,0,organic,2016,city,SanDiego,11257
10/9/2016,2.22,908,7918,0,1673,0,0,organic,2016,city,SanDiego,10499
10/2/2016,1.99,981,7577,0,3659,0,0,organic,2016,city,SanDiego,12217
9/25/2016,2.35,734,8359,0,738,0,0,organic,2016,city,SanDiego,9831
9/18/2016,2.15,1290,8196,0,756,33,0,organic,2016,city,SanDiego,10275
9/11/2016,1.59,2501,13057,0,1950,915,0,organic,2016,city,SanDiego,18423
9/4/2016,1.79,2161,8452,0,4219,898,0,organic,2016,city,SanDiego,15730
8/28/2016,1.89,2606,8259,0,3283,211,0,organic,2016,city,SanDiego,14359
8/21/2016,1.92,3470,6775,0,1757,238,0,organic,2016,city,SanDiego,12240
8/14/2016,1.91,3489,8753,5,512,2825,0,organic,2016,city,SanDiego,15584
8/7/2016,1.48,1972,7907,0,524,9740,0,organic,2016,city,SanDiego,20143
7/31/2016,1.97,1817,9172,7,657,1623,0,organic,2016,city,SanDiego,13276
7/24/2016,1.69,2125,9590,3,2203,3272,0,organic,2016,city,SanDiego,17193
7/17/2016,1.91,1579,10304,0,2982,0,0,organic,2016,city,SanDiego,14865
7/10/2016,1.43,2752,8318,0,9928,0,0,organic,2016,city,SanDiego,20998
7/3/2016,1.49,1895,11973,0,7635,4,0,organic,2016,city,SanDiego,21507
6/26/2016,1.52,3159,11339,0,5691,22,0,organic,2016,city,SanDiego,20211
6/19/2016,1.46,2115,11018,5,7696,7,0,organic,2016,city,SanDiego,20841
6/12/2016,1.45,2864,11758,3,4270,4,0,organic,2016,city,SanDiego,18899
6/5/2016,1.52,3340,8893,0,5023,175,0,organic,2016,city,SanDiego,17431
5/29/2016,1.44,2154,9999,0,6601,89,0,organic,2016,city,SanDiego,18843
5/22/2016,1.15,2091,10494,5,8771,0,0,organic,2016,city,SanDiego,21361
5/15/2016,1.53,2107,9618,0,4667,0,0,organic,2016,city,SanDiego,16392
5/8/2016,1.37,1313,11596,0,9788,54,0,organic,2016,city,SanDiego,22751
5/1/2016,1.37,1185,9050,0,6870,106,0,organic,2016,city,SanDiego,17211
4/24/2016,1.22,1677,9130,3,8543,7,0,organic,2016,city,SanDiego,19360
4/17/2016,1.29,1368,8462,6,6287,35,0,organic,2016,city,SanDiego,16158
4/10/2016,1.23,1575,9821,0,6862,1730,0,organic,2016,city,SanDiego,19988
4/3/2016,1.25,1640,13036,0,3636,3317,0,organic,2016,city,SanDiego,21629
3/27/2016,1.35,1330,9843,5,1290,4436,0,organic,2016,city,SanDiego,16904
3/20/2016,1.4,1809,8607,3,2285,2221,0,organic,2016,city,SanDiego,14925
3/13/2016,1.38,1822,12903,0,1609,4503,0,organic,2016,city,SanDiego,20837
3/6/2016,1.21,1837,8500,0,7772,39,0,organic,2016,city,SanDiego,18148
2/28/2016,1.12,1621,10120,0,12878,75,0,organic,2016,city,SanDiego,24694
2/21/2016,1.25,1307,8404,5,6475,714,0,organic,2016,city,SanDiego,16905
2/14/2016,1.42,667,9489,8,670,3280,0,organic,2016,city,SanDiego,14114
2/7/2016,1.32,884,7163,13,311,5049,0,organic,2016,city,SanDiego,13420
1/31/2016,1.4,1123,7131,13,444,2983,0,organic,2016,city,SanDiego,11694
1/24/2016,1.31,1368,8300,0,757,4891,0,organic,2016,city,SanDiego,15316
1/17/2016,1.46,1919,5839,0,710,3649,0,organic,2016,city,SanDiego,12117
1/10/2016,1.32,1415,5266,0,516,5239,0,organic,2016,city,SanDiego,12436
1/3/2016,1.41,1992,5916,0,615,2453,0,organic,2016,city,SanDiego,10976
12/25/2016,2.56,5599,8335,0,2235,0,0,organic,2016,city,SanFrancisco,16169
12/18/2016,2.57,4731,7497,0,2309,0,0,organic,2016,city,SanFrancisco,14537
12/11/2016,2.67,5669,7628,0,3026,0,0,organic,2016,city,SanFrancisco,16323
12/4/2016,2.67,7264,7440,0,3217,13,0,organic,2016,city,SanFrancisco,17934
11/27/2016,2.88,7103,8384,0,2293,85,0,organic,2016,city,SanFrancisco,17865
11/20/2016,2.94,5927,7823,0,3620,66,0,organic,2016,city,SanFrancisco,17436
11/13/2016,2.99,6205,9341,0,3338,47,0,organic,2016,city,SanFrancisco,18931
11/6/2016,3.12,5898,10039,0,3079,27,0,organic,2016,city,SanFrancisco,19043
10/30/2016,3.25,2326,11143,0,3232,0,0,organic,2016,city,SanFrancisco,16701
10/23/2016,2.93,523,7912,0,2818,0,0,organic,2016,city,SanFrancisco,11253
10/16/2016,2.34,696,5317,0,3035,0,0,organic,2016,city,SanFrancisco,9048
10/9/2016,2.72,1173,16843,0,2717,28,0,organic,2016,city,SanFrancisco,20761
10/2/2016,2.64,916,18643,9,2891,43,0,organic,2016,city,SanFrancisco,22502
9/25/2016,2.35,1004,17080,0,3173,23,0,organic,2016,city,SanFrancisco,21280
9/18/2016,2.39,1244,20051,0,2166,53,0,organic,2016,city,SanFrancisco,23514
9/11/2016,2.37,1085,20414,0,2947,27,0,organic,2016,city,SanFrancisco,24473
9/4/2016,2.38,809,20861,0,2771,53,0,organic,2016,city,SanFrancisco,24494
8/28/2016,2.38,880,20543,0,2704,17,0,organic,2016,city,SanFrancisco,24144
8/21/2016,2.37,1618,16299,0,2303,40,0,organic,2016,city,SanFrancisco,20260
8/14/2016,2.02,1769,21502,0,2210,40,0,organic,2016,city,SanFrancisco,25521
8/7/2016,2.33,2254,19463,0,2862,27,0,organic,2016,city,SanFrancisco,24606
7/31/2016,2.29,1681,20025,1,1877,13,0,organic,2016,city,SanFrancisco,23597
7/24/2016,2.37,1599,18772,0,1709,3,0,organic,2016,city,SanFrancisco,22083
7/17/2016,2.3,1394,22261,4,2614,10,0,organic,2016,city,SanFrancisco,26283
7/10/2016,2.32,1760,25145,0,2149,10,0,organic,2016,city,SanFrancisco,29064
7/3/2016,2.31,1423,25739,14,1884,10,0,organic,2016,city,SanFrancisco,29070
6/26/2016,2.21,2214,25311,3,2005,3,0,organic,2016,city,SanFrancisco,29536
6/19/2016,2.31,1610,23719,0,1659,3,0,organic,2016,city,SanFrancisco,26991
6/12/2016,2.25,1205,24024,0,2117,3,0,organic,2016,city,SanFrancisco,27349
6/5/2016,2.3,1445,23217,0,2182,7,0,organic,2016,city,SanFrancisco,26851
5/29/2016,2.34,1398,25120,0,2186,3,0,organic,2016,city,SanFrancisco,28707
5/22/2016,2.34,1454,27106,0,1723,10,0,organic,2016,city,SanFrancisco,30293
5/15/2016,2.27,1846,27742,0,1714,7,0,organic,2016,city,SanFrancisco,31309
5/8/2016,1.32,1610,48288,0,2087,0,0,organic,2016,city,SanFrancisco,51985
5/1/2016,1.33,1480,43790,0,1765,0,0,organic,2016,city,SanFrancisco,47035
4/24/2016,2.21,1507,26093,0,2094,0,0,organic,2016,city,SanFrancisco,29694
4/17/2016,2.33,1308,22553,0,1624,0,0,organic,2016,city,SanFrancisco,25485
4/10/2016,2.33,1173,22169,0,1799,0,0,organic,2016,city,SanFrancisco,25141
4/3/2016,2.3,1124,21364,0,1567,0,0,organic,2016,city,SanFrancisco,24055
3/27/2016,2.23,1257,22353,0,1984,0,0,organic,2016,city,SanFrancisco,25594
3/20/2016,2.33,1130,21872,0,1712,0,0,organic,2016,city,SanFrancisco,24714
3/13/2016,2.27,1353,22132,0,1745,0,0,organic,2016,city,SanFrancisco,25230
3/6/2016,2.31,1787,22322,0,761,0,0,organic,2016,city,SanFrancisco,24870
2/28/2016,2.29,1144,23000,0,31,0,0,organic,2016,city,SanFrancisco,24175
2/21/2016,2.38,1146,20051,0,53,7,0,organic,2016,city,SanFrancisco,21257
2/14/2016,2.37,1014,20231,0,31,0,0,organic,2016,city,SanFrancisco,21276
2/7/2016,1.93,1241,24786,0,62,0,0,organic,2016,city,SanFrancisco,26089
1/31/2016,2.3,1638,21869,0,87,37,0,organic,2016,city,SanFrancisco,23631
1/24/2016,1.89,1127,22923,0,127,115,0,organic,2016,city,SanFrancisco,24292
1/17/2016,1.95,1127,17732,0,106,19,0,organic,2016,city,SanFrancisco,18984
1/10/2016,1.93,1184,16067,0,233,84,0,organic,2016,city,SanFrancisco,17568
1/3/2016,1.93,1153,17249,0,383,109,0,organic,2016,city,SanFrancisco,18894
12/25/2016,0.81,353,15256,3,548,64164,0,organic,2016,city,Seattle,80324
12/18/2016,1.08,374,10784,1,444,34613,0,organic,2016,city,Seattle,46216
12/11/2016,1.54,382,8657,1,555,16935,0,organic,2016,city,Seattle,26530
12/4/2016,1.45,442,10208,16,535,27698,0,organic,2016,city,Seattle,38899
11/27/2016,1.53,322,9807,26,323,26068,0,organic,2016,city,Seattle,36546
11/20/2016,1.59,385,10856,4,736,28298,0,organic,2016,city,Seattle,40279
11/13/2016,2.28,542,18490,42,801,9032,0,organic,2016,city,Seattle,28907
11/6/2016,1.69,504,10960,42,601,22997,0,organic,2016,city,Seattle,35104
10/30/2016,2.73,794,11346,24,601,824,0,organic,2016,city,Seattle,13589
10/23/2016,2.24,794,10958,70,688,2562,0,organic,2016,city,Seattle,15072
10/16/2016,1.59,835,10707,10,3018,18538,0,organic,2016,city,Seattle,33108
10/9/2016,1.73,690,9162,0,4319,9504,0,organic,2016,city,Seattle,23675
10/2/2016,1.45,1498,7937,9,3662,22200,0,organic,2016,city,Seattle,35306
9/25/2016,1.69,3799,7158,105,4761,13618,0,organic,2016,city,Seattle,29441
9/18/2016,1.59,5285,5003,259,8769,15688,0,organic,2016,city,Seattle,35004
9/11/2016,1.39,5096,7772,35,6270,22055,0,organic,2016,city,Seattle,41228
9/4/2016,2.09,6159,13585,81,664,1517,0,organic,2016,city,Seattle,22006
8/28/2016,2.24,5596,12638,31,533,74,0,organic,2016,city,Seattle,18872
8/21/2016,1.83,5088,14464,56,10937,67,0,organic,2016,city,Seattle,30612
8/14/2016,2.19,5346,20682,83,1610,466,0,organic,2016,city,Seattle,28187
8/7/2016,1.81,4369,14320,57,4921,7798,0,organic,2016,city,Seattle,31465
7/31/2016,1.34,3817,12705,39,2456,29232,0,organic,2016,city,Seattle,48249
7/24/2016,1.95,2911,18680,77,295,6388,0,organic,2016,city,Seattle,28351
7/17/2016,2.11,1924,25561,35,363,2597,0,organic,2016,city,Seattle,30480
7/10/2016,1.8,1365,25563,40,278,10161,0,organic,2016,city,Seattle,37407
7/3/2016,1.65,1082,27565,57,343,15964,0,organic,2016,city,Seattle,45011
6/26/2016,1.74,813,32449,69,196,7638,0,organic,2016,city,Seattle,41165
6/19/2016,1.75,1015,38692,36,333,804,0,organic,2016,city,Seattle,40880
6/12/2016,1.87,655,26109,52,359,3784,0,organic,2016,city,Seattle,30959
6/5/2016,1.76,626,39557,21,273,472,0,organic,2016,city,Seattle,40949
5/29/2016,1.62,625,30792,28,478,7800,0,organic,2016,city,Seattle,39723
5/22/2016,1.55,632,36746,19,263,16048,0,organic,2016,city,Seattle,53708
5/15/2016,1.71,740,32469,22,233,9361,0,organic,2016,city,Seattle,42825
5/8/2016,1.2,637,24402,32,292,29633,0,organic,2016,city,Seattle,54996
5/1/2016,1.25,491,27881,167,281,25563,0,organic,2016,city,Seattle,54383
4/24/2016,1.31,667,41604,12,436,20680,0,organic,2016,city,Seattle,63399
4/17/2016,1.51,573,18659,20,368,16777,0,organic,2016,city,Seattle,36397
4/10/2016,0.89,608,27403,10,5361,79103,0,organic,2016,city,Seattle,112485
4/3/2016,1.27,615,24201,51,968,23507,0,organic,2016,city,Seattle,49342
3/27/2016,1.55,455,20878,5,444,14825,0,organic,2016,city,Seattle,36607
3/20/2016,0.98,474,24602,55,7575,54756,0,organic,2016,city,Seattle,87462
3/13/2016,1.18,409,15024,42,10152,25825,0,organic,2016,city,Seattle,51452
3/6/2016,1.22,584,17846,14,521,20816,0,organic,2016,city,Seattle,39781
2/28/2016,1.46,800,26051,45,2036,8796,0,organic,2016,city,Seattle,37728
2/21/2016,1.41,362,14316,34,1207,13671,0,organic,2016,city,Seattle,29590
2/14/2016,0.98,456,20259,41,1904,48874,0,organic,2016,city,Seattle,71534
2/7/2016,1.26,558,13293,29,7549,11770,0,organic,2016,city,Seattle,33199
1/31/2016,1.36,435,14515,7,4026,14977,0,organic,2016,city,Seattle,33960
1/24/2016,1.47,681,11791,64,244,13736,0,organic,2016,city,Seattle,26516
1/17/2016,1.26,561,15955,7,163,25423,0,organic,2016,city,Seattle,42109
1/10/2016,1.29,649,16548,7,49,19941,0,organic,2016,city,Seattle,37194
1/3/2016,1.58,577,12634,12,15,11530,0,organic,2016,city,Seattle,24768
12/25/2016,1.59,294,2329,197,2798,874,0,organic,2016,state,SouthCarolina,6492
12/18/2016,1.5,281,2149,220,3482,1278,0,organic,2016,state,SouthCarolina,7410
12/11/2016,1.49,345,2114,169,3097,1964,0,organic,2016,state,SouthCarolina,7689
12/4/2016,1.69,220,2204,147,2942,1517,0,organic,2016,state,SouthCarolina,7030
11/27/2016,1.77,317,2282,185,3087,1193,0,organic,2016,state,SouthCarolina,7064
11/20/2016,1.7,354,2490,290,5564,1931,0,organic,2016,state,SouthCarolina,10629
11/13/2016,1.73,403,2600,304,5617,1690,0,organic,2016,state,SouthCarolina,10614
11/6/2016,1.67,406,2901,362,4929,2053,0,organic,2016,state,SouthCarolina,10651
10/30/2016,1.73,393,3718,417,2907,1165,0,organic,2016,state,SouthCarolina,8600
10/23/2016,1.4,429,3328,277,3789,3564,0,organic,2016,state,SouthCarolina,11387
10/16/2016,1.55,500,3551,292,2934,2089,0,organic,2016,state,SouthCarolina,9366
10/9/2016,1.6,614,2497,313,4261,1050,0,organic,2016,state,SouthCarolina,8735
10/2/2016,1.87,761,3711,379,3318,173,0,organic,2016,state,SouthCarolina,8342
9/25/2016,1.81,632,3623,307,2172,1000,0,organic,2016,state,SouthCarolina,7734
9/18/2016,1.66,479,3496,354,3837,1299,0,organic,2016,state,SouthCarolina,9465
9/11/2016,1.6,758,3868,310,6648,874,0,organic,2016,state,SouthCarolina,12458
9/4/2016,1.6,753,3666,324,5534,1077,0,organic,2016,state,SouthCarolina,11354
8/28/2016,1.51,785,3574,406,6006,1701,0,organic,2016,state,SouthCarolina,12472
8/21/2016,1.6,986,3392,483,7072,661,0,organic,2016,state,SouthCarolina,12594
8/14/2016,1.61,1080,3792,543,6869,1093,0,organic,2016,state,SouthCarolina,13377
8/7/2016,1.42,1102,4761,704,6148,3272,0,organic,2016,state,SouthCarolina,15987
7/31/2016,1.58,1307,3927,705,6132,448,0,organic,2016,state,SouthCarolina,12519
7/24/2016,1.58,1178,3581,617,5786,116,0,organic,2016,state,SouthCarolina,11278
7/17/2016,1.32,1024,3135,681,6517,2559,0,organic,2016,state,SouthCarolina,13916
7/10/2016,1.35,828,3203,617,4929,2035,0,organic,2016,state,SouthCarolina,11612
7/3/2016,1.23,909,3011,683,4096,2370,0,organic,2016,state,SouthCarolina,11069
6/26/2016,1.24,1133,2938,603,5690,2081,0,organic,2016,state,SouthCarolina,12445
6/19/2016,1.21,682,2878,481,2757,2160,0,organic,2016,state,SouthCarolina,8958
6/12/2016,1.31,998,2920,423,3877,1608,0,organic,2016,state,SouthCarolina,9826
6/5/2016,1.31,968,2878,375,5143,1104,0,organic,2016,state,SouthCarolina,10468
5/29/2016,1.41,1076,2750,274,4733,550,0,organic,2016,state,SouthCarolina,9383
5/22/2016,1.45,1001,2449,336,5214,810,0,organic,2016,state,SouthCarolina,9810
5/15/2016,1.48,753,2472,272,6020,473,0,organic,2016,state,SouthCarolina,9990
5/8/2016,1.55,672,2360,315,3151,402,0,organic,2016,state,SouthCarolina,6900
5/1/2016,1.44,669,2363,282,4434,780,0,organic,2016,state,SouthCarolina,8528
4/24/2016,1.49,712,2576,247,5537,223,0,organic,2016,state,SouthCarolina,9295
4/17/2016,1.47,812,2593,325,3937,457,0,organic,2016,state,SouthCarolina,8124
4/10/2016,1.34,631,2514,391,4667,8,0,organic,2016,state,SouthCarolina,8211
4/3/2016,1.37,738,2285,298,3949,65,0,organic,2016,state,SouthCarolina,7335
3/27/2016,1.41,779,2340,242,3389,252,0,organic,2016,state,SouthCarolina,7002
3/20/2016,1.36,715,1977,324,3923,161,0,organic,2016,state,SouthCarolina,7100
3/13/2016,1.45,859,2022,293,2922,39,0,organic,2016,state,SouthCarolina,6135
3/6/2016,1.56,716,1991,255,2267,27,0,organic,2016,state,SouthCarolina,5256
2/28/2016,1.67,619,1867,307,1645,16,0,organic,2016,state,SouthCarolina,4454
2/21/2016,1.58,670,1631,243,2122,87,0,organic,2016,state,SouthCarolina,4753
2/14/2016,1.55,647,1624,249,2178,204,0,organic,2016,state,SouthCarolina,4902
2/7/2016,1.61,574,1792,365,1801,129,0,organic,2016,state,SouthCarolina,4661
1/31/2016,1.54,787,1594,249,2787,129,0,organic,2016,state,SouthCarolina,5546
1/24/2016,1.5,693,1336,362,3459,89,0,organic,2016,state,SouthCarolina,5939
1/17/2016,1.66,844,1614,323,1800,20,0,organic,2016,state,SouthCarolina,4601
1/10/2016,1.6,691,2095,361,2748,212,0,organic,2016,state,SouthCarolina,6107
1/3/2016,1.58,1242,1675,420,2435,121,0,organic,2016,state,SouthCarolina,5893
12/25/2016,1.21,28632,4227,0,59526,1993,0,organic,2016,regional,SouthCentral,94378
12/18/2016,1.1,23988,4296,0,67764,4813,0,organic,2016,regional,SouthCentral,100861
12/11/2016,1.12,22117,3579,0,69391,6852,0,organic,2016,regional,SouthCentral,101939
12/4/2016,1.21,26103,2981,9,70185,1362,0,organic,2016,regional,SouthCentral,100640
11/27/2016,1.18,31680,2783,0,84151,3424,0,organic,2016,regional,SouthCentral,122038
11/20/2016,1.22,31129,2923,0,83114,2945,0,organic,2016,regional,SouthCentral,120111
11/13/2016,1.24,38610,4361,0,92828,8429,0,organic,2016,regional,SouthCentral,144228
11/6/2016,1.44,39761,4435,6,83278,4795,0,organic,2016,regional,SouthCentral,132275
10/30/2016,1.48,41424,4092,6,47513,1297,0,organic,2016,regional,SouthCentral,94332
10/23/2016,1.41,67813,3525,3,29443,3964,0,organic,2016,regional,SouthCentral,104748
10/16/2016,1.09,53252,4008,0,68710,18677,0,organic,2016,regional,SouthCentral,144647
10/9/2016,1.09,54852,4379,0,66104,25313,0,organic,2016,regional,SouthCentral,150648
10/2/2016,1.14,57006,4791,0,66393,2874,0,organic,2016,regional,SouthCentral,131064
9/25/2016,1.15,50299,6985,9,65471,8845,0,organic,2016,regional,SouthCentral,131609
9/18/2016,1.14,42581,5505,0,73194,8372,0,organic,2016,regional,SouthCentral,129652
9/11/2016,1.07,47885,4447,0,105705,6126,0,organic,2016,regional,SouthCentral,164163
9/4/2016,1.08,43289,5218,0,115964,5214,0,organic,2016,regional,SouthCentral,169685
8/28/2016,1.04,48259,4469,9,120903,6362,0,organic,2016,regional,SouthCentral,180002
8/21/2016,0.97,67192,4365,0,170028,6035,0,organic,2016,regional,SouthCentral,247620
8/14/2016,0.98,76071,5041,0,189805,7794,0,organic,2016,regional,SouthCentral,278711
8/7/2016,1.26,44893,5387,0,52854,34870,0,organic,2016,regional,SouthCentral,138004
7/31/2016,1.22,51129,5389,0,72360,13893,0,organic,2016,regional,SouthCentral,142771
7/24/2016,1.21,53041,6134,0,65513,11741,0,organic,2016,regional,SouthCentral,136429
7/17/2016,1.21,44998,6759,0,47728,19417,0,organic,2016,regional,SouthCentral,118902
7/10/2016,1.18,40522,7584,0,54172,4192,0,organic,2016,regional,SouthCentral,106470
7/3/2016,1.13,45145,8702,0,55393,2100,0,organic,2016,regional,SouthCentral,111340
6/26/2016,1.17,40285,7268,0,61928,4667,0,organic,2016,regional,SouthCentral,114148
6/19/2016,1.14,39133,7834,0,56430,10157,0,organic,2016,regional,SouthCentral,113554
6/12/2016,1.11,40677,7937,359,63793,8024,0,organic,2016,regional,SouthCentral,120790
6/5/2016,1.1,36489,7671,417,59333,14011,0,organic,2016,regional,SouthCentral,117921
5/29/2016,1.07,43253,13727,4019,65947,17233,0,organic,2016,regional,SouthCentral,144179
5/22/2016,1.05,37427,9631,232,66161,17191,0,organic,2016,regional,SouthCentral,130642
5/15/2016,1.11,32418,15000,249,59811,20600,0,organic,2016,regional,SouthCentral,128078
5/8/2016,1.07,30976,8775,4649,59018,29725,0,organic,2016,regional,SouthCentral,133143
5/1/2016,1.13,26730,12090,6307,57465,10712,0,organic,2016,regional,SouthCentral,113304
4/24/2016,1.11,27167,16728,40,46305,20156,0,organic,2016,regional,SouthCentral,110396
4/17/2016,1.15,29955,15130,17,56963,16516,0,organic,2016,regional,SouthCentral,118581
4/10/2016,1.21,29757,7404,9,41421,13048,0,organic,2016,regional,SouthCentral,91639
4/3/2016,1.22,28337,5964,3,41885,10357,0,organic,2016,regional,SouthCentral,86546
3/27/2016,1.25,29009,6133,8,39990,9211,0,organic,2016,regional,SouthCentral,84351
3/20/2016,1.23,27908,6979,11,35287,9226,0,organic,2016,regional,SouthCentral,79411
3/13/2016,1.24,33070,7254,0,39532,7005,0,organic,2016,regional,SouthCentral,86861
3/6/2016,1.21,29749,5655,0,40851,10433,0,organic,2016,regional,SouthCentral,86688
2/28/2016,1.24,28680,6947,3,38915,14718,0,organic,2016,regional,SouthCentral,89263
2/21/2016,1.28,29084,6554,209,32726,9726,0,organic,2016,regional,SouthCentral,78299
2/14/2016,1.31,25976,6078,0,33319,9853,0,organic,2016,regional,SouthCentral,75226
2/7/2016,1.35,28638,4956,0,33200,2442,0,organic,2016,regional,SouthCentral,69236
1/31/2016,1.41,29503,4582,3,34397,631,0,organic,2016,regional,SouthCentral,69116
1/24/2016,1.35,23737,5747,0,39837,1446,0,organic,2016,regional,SouthCentral,70767
1/17/2016,1.33,29158,5672,6,32476,288,0,organic,2016,regional,SouthCentral,67600
1/10/2016,1.38,20245,5601,0,36780,536,0,organic,2016,regional,SouthCentral,63162
1/3/2016,1.38,18543,4853,0,32139,1003,0,organic,2016,regional,SouthCentral,56538
12/25/2016,1.41,3551,9031,279,18334,15701,0,organic,2016,regional,Southeast,46896
12/18/2016,1.26,3376,8448,316,19399,23174,0,organic,2016,regional,Southeast,54713
12/11/2016,1.29,3862,8401,275,17768,28836,0,organic,2016,regional,Southeast,59142
12/4/2016,1.44,3465,9246,237,15787,23065,0,organic,2016,regional,Southeast,51800
11/27/2016,1.55,3304,8282,310,17053,17084,0,organic,2016,regional,Southeast,46033
11/20/2016,1.58,4166,9695,420,25312,21671,0,organic,2016,regional,Southeast,61264
11/13/2016,1.58,4473,11409,450,31104,24034,0,organic,2016,regional,Southeast,71470
11/6/2016,1.62,5390,14873,508,17305,25801,0,organic,2016,regional,Southeast,63877
10/30/2016,1.75,5090,15509,572,5220,18274,0,organic,2016,regional,Southeast,44665
10/23/2016,1.36,4865,14704,419,5364,33887,0,organic,2016,regional,Southeast,59239
10/16/2016,1.35,5175,13535,433,7120,30181,0,organic,2016,regional,Southeast,56444
10/9/2016,1.44,10691,12323,416,9681,24497,0,organic,2016,regional,Southeast,57608
10/2/2016,2.13,14243,15260,520,7049,1596,0,organic,2016,regional,Southeast,38668
9/25/2016,1.81,7769,14550,421,7449,11209,0,organic,2016,regional,Southeast,41398
9/18/2016,1.58,6073,14168,485,19190,17876,0,organic,2016,regional,Southeast,57792
9/11/2016,1.5,7453,14078,439,30666,14609,0,organic,2016,regional,Southeast,67245
9/4/2016,1.54,9208,15349,432,31577,10743,0,organic,2016,regional,Southeast,67309
8/28/2016,1.41,8135,14259,626,27669,17653,0,organic,2016,regional,Southeast,68342
8/21/2016,1.65,11946,13428,712,32411,6002,0,organic,2016,regional,Southeast,64499
8/14/2016,1.63,13080,14578,821,34013,8299,0,organic,2016,regional,Southeast,70791
8/7/2016,1.39,13027,17548,1150,27465,25776,0,organic,2016,regional,Southeast,84966
7/31/2016,1.62,13672,15900,1037,29716,7102,0,organic,2016,regional,Southeast,67427
